Gene,Non-unique Gene name,Annotation,Gardnerella_greenwoodii_00703Dmash,Gardnerella_greenwoodii_101,Gardnerella_greenwoodii_c31Ua_26,Gardnerella_greenwoodii_UMB1686,Gardnerella_leopoldii_Ugent_06.41,Gardnerella_leopoldii_UMB0682,Gardnerella_leopoldii_UMB0742,Gardnerella_leopoldii_UMB0913,Gardnerella_leopoldii_UMB1489,Gardnerella_pickettii_00703Bmash,Gardnerella_pickettii_00703C2mash,Gardnerella_pickettii_c17Ua_112,Gardnerella_pickettii_GED7275B,Gardnerella_pickettii_JCP7659,Gardnerella_pickettii_JCP7719,Gardnerella_pickettii_JCP8017A,Gardnerella_pickettii_JCP8017B,Gardnerella_pickettii_UMB0830,Gardnerella_pickettii_UMB0833,Gardnerella_pickettii_UMB9259,Gardnerella_piotii_GH007,Gardnerella_piotii_GH020,Gardnerella_piotii_JNFY15,Gardnerella_piotii_UGent_18.01,Gardnerella_swidsinskii_GS_9838-1,Gardnerella_swidsinskii_GV37,Gardnerella_swidsinskii_JNFY3,Gardnerella_swidsinskii_UMB0170,Gardnerella_swidsinskii_UMB0264,Gardnerella_swidsinskii_UMB0411,Gardnerella_swidsinskii_UMB1698,Gardnerella_vaginalis_0288E,Gardnerella_vaginalis_1400E,Gardnerella_vaginalis_1500E,Gardnerella_vaginalis_284V,Gardnerella_vaginalis_315-A,Gardnerella_vaginalis_55152,Gardnerella_vaginalis_6119V5,Gardnerella_vaginalis_75712,Gardnerella_vaginalis_ATCC_14018-2,Gardnerella_vaginalis_ATCC_14018-3,Gardnerella_vaginalis_ATCC_14018,Gardnerella_vaginalis_ATCC_14019,Gardnerella_vaginalis_HMP9231
group_2367,,ribonuclease HII,,,,,GPKCOC_00600,IHLOPM_05130,CLAOCJ_04060,GHNAGB_01750,IJGNPO_01765,,,,,,,,,,,,,,,,,,AMDBBD_04910,,,,PCCNPO_03230,,,,,,,,,,,,,
group_2327,,LD-transpeptidase catalytic domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_04985,PKJNEJ_03605,AMDBBD_06450,GPDHPC_01190,JCPCII_02905,NBEOAO_01590,PCCNPO_05560,,,,,,,,,,,,,
group_2302,,KilA-N domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_03755,ANPMBA_00370,,,,HJLJNF_04295,BAJPIG_03815,APGEGG_05375,NEBDOP_03200,MGPBOF_03890,
group_2274,,Zinc-ribbon domain-containing protein,,,,,GPKCOC_04235,IHLOPM_00420,CLAOCJ_00795,GHNAGB_05130,IJGNPO_05040,,,,,,,,,,,,,,,,,,,GPDHPC_02205,JCPCII_05715,,,,,,,,,,,,,,,
group_2265,,Alpha/beta hydrolase,KJLOJH_04180,LNJOGA_03020,HJJLOO_00535,EPDCMN_02250,,,,,,,,,,,,,,,,,,,,,,,,,28_refound_165_pseudo,,,,,PIBPLO_02580,,,,EHBDBJ_01755,,,,,,
group_2241,,Acyltransferase 3 domain-containing protein,KJLOJH_01435,LNJOGA_04935,HJJLOO_05295,EPDCMN_04515,,,,,,,,,,13_refound_49_pseudo,,,,,,,,,,,,,,,,,,,,PIBPLO_05970,,,,EHBDBJ_00850,,,,,,
group_2216,,Transport permease protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05745,PKJNEJ_06490,AMDBBD_02365,GPDHPC_02040,JCPCII_05790,NBEOAO_05120,PCCNPO_00305,,,,,,,,,,,,,
group_2180,,Permease protein of ABC transporter system,,,,,,,,,,KPEAED_01850,,LGGJCL_01590,,,,,,LFGIBF_04200,,HEOCGC_00615,HIANCF_00035,PHGDKJ_04220,,LEAIBD_04130,,,,,,,,,,,,,,,,,,,,
group_2165,,hypothetical protein,,,,,GPKCOC_05610,IHLOPM_03910,CLAOCJ_05245,GHNAGB_00550,IJGNPO_00555,,,,,,,,,,,,,,,,,,,27_refound_156,28_refound_164,,,,,,,,,,,,,,,
group_2090,,Sortase family protein;hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_03960,PKJNEJ_02190,AMDBBD_05240,GPDHPC_04060,JCPCII_05040,NBEOAO_02655,PCCNPO_02900,,,,,,,,,,,,,
group_2079,,Peptidase,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05595,PKJNEJ_06660,AMDBBD_02535,GPDHPC_01890,JCPCII_05930,NBEOAO_04965,PCCNPO_00155,,,,,,,,,,,,,
group_2055,,Glycosyltransferase group 2 family protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05715,PKJNEJ_06520,AMDBBD_02395,GPDHPC_02010,JCPCII_05760,NBEOAO_05090,PCCNPO_00275,,,,,,,,,,,,,
group_2054,,Death on curing protein;Toxin-antitoxin system toxin component Fic domain protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANPMBA_00345,,,,HJLJNF_04270,BAJPIG_03785,APGEGG_02345,NEBDOP_03230,MGPBOF_03915,DFCAKE_03830
group_2051,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_02785,PKJNEJ_04910,AMDBBD_00945,GPDHPC_00120,JCPCII_02810,NBEOAO_00605,PCCNPO_01680,,,,,,,,,,,,,
group_2049,,Peptidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANPMBA_03105,BAFCMA_05715,,,HJLJNF_02330,BAJPIG_01985,,NEBDOP_05030,MGPBOF_05770,DFCAKE_01775
group_2044,eamA,EamA domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05725,PKJNEJ_06510,AMDBBD_02385,GPDHPC_02020,JCPCII_05770,NBEOAO_05100,PCCNPO_00285,,,,,,,,,,,,,
group_2037,,hypothetical protein,,LNJOGA_02075,,,GPKCOC_01485,,,,,,,,,,EIINPM_02040,,,,,,,,,,,PKJNEJ_02770,,,,,,PHLMCF_02955,PKBKFP_06065,,,,,,,,,,,DFCAKE_02470
group_1994,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_02780,PKJNEJ_04905,AMDBBD_00940,GPDHPC_00125,JCPCII_02815,NBEOAO_00610,PCCNPO_01685,,,,,,,,,,,,,
group_1992,,Glycosyltransferase group 2 family protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05760,PKJNEJ_06475,AMDBBD_02350,GPDHPC_02055,JCPCII_05805,NBEOAO_05135,PCCNPO_00320,,,,,,,,,,,,,
group_1991,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00610,JCPCII_02245,,,,,,,,,,,BAJPIG_00905,APGEGG_01325,NEBDOP_06115,MGPBOF_00115,DFCAKE_00585
group_1952,,Antitoxin SocA-like Panacea domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05620,PKJNEJ_06635,AMDBBD_02510,GPDHPC_01915,JCPCII_05955,NBEOAO_04990,PCCNPO_00180,,,,,,,,,,,,,
group_1924,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_04460,PKJNEJ_03065,AMDBBD_05905,GPDHPC_01715,JCPCII_00180,NBEOAO_02120,PCCNPO_02220,,,,,,,,,,,,,
group_1922,araH,Ribose/xylose/arabinose/galactoside ABC-type transport system permease component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_01960,,,,,,HJLJNF_02005,BAJPIG_01655,APGEGG_03895,NEBDOP_05365,MGPBOF_06105,DFCAKE_01380
group_1914,rbsB,ABC-type sugar transport system periplasmic component contains N-terminal xre family HTH domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_01970,,,,,,HJLJNF_01995,BAJPIG_01645,APGEGG_03905,NEBDOP_05375,MGPBOF_06115,DFCAKE_01370
group_1910,,Recombinase domain-containing protein,,LNJOGA_02110,,,GPKCOC_01520,,,,,,,,,,EIINPM_02005,,,,,,,,,,,PKJNEJ_02805,,,,,,PHLMCF_05275,PKBKFP_06105,,,,,,,,,,,DFCAKE_02505
group_1883,araH,Ribose/xylose/arabinose/galactoside ABC-type transport system permease component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_01955,,,,,,HJLJNF_02010,BAJPIG_01660,APGEGG_03890,NEBDOP_05360,MGPBOF_06100,DFCAKE_01385
group_1869,,ABC transporter substrate-binding protein family 3,,,,,,,,,,KPEAED_01845,,LGGJCL_01585,,,,,,LFGIBF_04205,,HEOCGC_00620,HIANCF_00030,PHGDKJ_04225,,LEAIBD_04135,,,,,,,,,,,,,,,,,,,,
group_1864,,Prophage tail endopeptidase domain-containing protein,,LNJOGA_02070,,,GPKCOC_01480,,,,,,,,,,EIINPM_02045,,,,,,,,,,,PKJNEJ_02765,,,,,,PHLMCF_02960,PKBKFP_06060,,,,,,,,,,,DFCAKE_02465
group_1790,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_01385,PKJNEJ_01350,AMDBBD_04395,GPDHPC_03215,JCPCII_00720,NBEOAO_03495,PCCNPO_03750,,,,,,,,,,,,,
group_1788,,Lipopolysaccharide cholinephosphotransferase,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05730,PKJNEJ_06505,AMDBBD_02380,GPDHPC_02025,JCPCII_05775,NBEOAO_05105,PCCNPO_00290,,,,,,,,,,,,,
group_1764,,hypothetical protein,,,,,,,,,,,,,12_refound_30_pseudo,,,,,,,,,,,,,,,,,,,,,,ANPMBA_03305,,,,,BAJPIG_02965,APGEGG_03170,NEBDOP_04050,MGPBOF_04750,DFCAKE_03010
group_1738,fucP,Fucose permease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHLMCF_04675,,,ANPMBA_04360,,,,,BAJPIG_03215,APGEGG_02920,NEBDOP_03800,MGPBOF_04495,DFCAKE_03255
group_1670,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_00040,PKJNEJ_07255,AMDBBD_03125,GPDHPC_04510,JCPCII_01075,NBEOAO_04780,PCCNPO_05035,,,,,,,,,,,,,
group_1633,,Acyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05740,PKJNEJ_06495,AMDBBD_02370,GPDHPC_02035,JCPCII_05785,NBEOAO_05115,PCCNPO_00300,,,,,,,,,,,,,
group_1625,,ABC transporter ATP-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05750,PKJNEJ_06485,AMDBBD_02360,GPDHPC_02045,JCPCII_05795,NBEOAO_05125,PCCNPO_00310,,,,,,,,,,,,,
group_1621,ycaO,YcaO domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_04465,PKJNEJ_03070,AMDBBD_05910,GPDHPC_01710,JCPCII_00185,NBEOAO_02115,PCCNPO_02215,,,,,,,,,,,,,
group_1599,,Abi-like protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHLMCF_01430,,,ANPMBA_04810,BAFCMA_06210,,,,BAJPIG_00200,APGEGG_02035,NEBDOP_00200,MGPBOF_00840,
group_1574,,HTH cro/C1-type domain-containing protein,,,,,GPKCOC_02635,IHLOPM_02235,,,,,,,,,14_refound_87_pseudo,,,,,,HIANCF_01375,PHGDKJ_02900,LJKDMD_03430,LEAIBD_02855,,,,,,,,,,,,,,,,,,,,
group_1547,,ROK family transcriptional regulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_01980,,,,,,HJLJNF_01985,BAJPIG_01635,APGEGG_03915,NEBDOP_05385,MGPBOF_06125,DFCAKE_01360
group_1526,,hypothetical protein;Restriction endonuclease subunit M,,,,,,,,,,,,,,,,,,,,,HIANCF_01760,PHGDKJ_02520,,LEAIBD_02470,,,AMDBBD_00435,,,,PCCNPO_02145,,PKBKFP_04840,,,,BLBGDF_03275,,,,,,,
group_1516,;irrE,hypothetical protein;IrrE N-terminal-like domain-containing protein,KJLOJH_05765,LNJOGA_05955,,,,IHLOPM_00900,,,,,,,,,,EHJGFL_04810,IKLBLD_05485,,,,,,,,,PKJNEJ_05820,,,,,,,,,,BAFCMA_03815,,,,,,,,
group_1512,,DUF4143 domain-containing protein;AAA family ATPase,KJLOJH_03560,LNJOGA_02230,,,,,,,,,,,,,,15_refound_101_pseudo,,,,,,,,,AJAHNJ_04390,PKJNEJ_04355,,,,,,,,PIBPLO_03720,,BAFCMA_01610,,,,,,,,
group_1495,,Lipoprotein;hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_01685,PIBPLO_03750,,,BLBGDF_03145,,,BAJPIG_03810,APGEGG_05380,NEBDOP_03205,MGPBOF_03895,
group_1488,,Long Rib domain-containing protein,,,,,,,,,,,,,12_refound_39_pseudo,,,,,,,,,,,,,,,,,,,PHLMCF_03755,PKBKFP_03995,,,,,,,BAJPIG_02255,APGEGG_06005,NEBDOP_04760,MGPBOF_05500,
group_1484,,hypothetical protein;Toxin-antitoxin system antitoxin component Xre domain protein,,,,,,,,,,KPEAED_02670,,,,,EIINPM_03640,,,,BMHCBD_00780,HEOCGC_03810,,,,,,PKJNEJ_04440,AMDBBD_00405,,,NBEOAO_01100,,,,,,,,,,,,,,
group_1473,,Antitoxin,,,,,,,,,,KPEAED_02665,,,,,,,,,BMHCBD_00775,HEOCGC_03805,HIANCF_01725,PHGDKJ_02555,,LEAIBD_02505,,PKJNEJ_04375,,,,,,,,,,,,,,,,,,
group_1466,,Excisionase;helix-turn-helix domain-containing protein;Helix-turn-helix domain-containing protein;DNA-binding protein;DNA binding domain excisionase family,KJLOJH_04295,,,,,,CLAOCJ_02355,,,,,,,,EIINPM_00415,,,,,HEOCGC_04320,,,LJKDMD_05675,,,,,,,,,,,,,,,EHBDBJ_01890,,,,,,DFCAKE_04345
group_1315,,Type III restriction-modification system: methylase;hypothetical protein,,,,,GPKCOC_01720,IHLOPM_03135,CLAOCJ_03270,GHNAGB_02580,IJGNPO_02535,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_00010,,,,BLBGDF_01885,,,,,,,
group_1270,,Putative component of the toxin-antitoxin plasmid stabilization module,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00620,JCPCII_02255,,,,,,,,,,,BAJPIG_00915,APGEGG_01315,NEBDOP_06105,MGPBOF_00105,DFCAKE_00595
group_1244,,G5 domain protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_00425,PKJNEJ_00310,AMDBBD_03505,GPDHPC_04895,JCPCII_01460,NBEOAO_04395,PCCNPO_04660,,,,,,,,,,,,,
group_1229,,Long Rib domain-containing protein;Rib/alpha-like domain-containing protein,,,,,,,,,,KPEAED_05340,,,,,14_refound_82_pseudo,,,,BMHCBD_06090,,HIANCF_02135,PHGDKJ_02145,LJKDMD_04980,LEAIBD_02105,,,,,,,,,,,,,,,,,,,,
group_1196,,Zinc ribbon domain-containing protein,,,,,GPKCOC_04230,IHLOPM_00425,CLAOCJ_00800,GHNAGB_05125,IJGNPO_05035,,,,,,,,,,,,,,,,,,,GPDHPC_02210,JCPCII_05720,,,,,,,,,,,,,,,
group_1189,,Putative surface-anchored protein;Putative surface protein;SpaH/EbpB family LPXTG-anchored major pilin;LPXTG-motif cell wall anchor domain protein;Peptidase,,,,,GPKCOC_00935,IHLOPM_05475,CLAOCJ_03730,GHNAGB_02135,IJGNPO_02115,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_04225,,,,EHBDBJ_01920,,,,,,
yopX,yopX,YopX protein domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,LJKDMD_05365,,AJAHNJ_02255,PKJNEJ_04420,AMDBBD_00385,GPDHPC_00685,JCPCII_02325,NBEOAO_01120,,,,,,,,,,,,,,
group_1108,,Secreted protein,KJLOJH_04545,LNJOGA_03390,HJJLOO_00135,EPDCMN_01850,,,CLAOCJ_02060,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_02740,,,,EHBDBJ_04980,,,,,,
group_1092,,AMP-dependent synthetase and ligase;hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_06955,,ANPMBA_03310,,,,,BAJPIG_02960,APGEGG_03175,NEBDOP_04055,MGPBOF_04755;MGPBOF_04760,DFCAKE_03005
group_1088,pA5055,DUF971 domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00615,JCPCII_02250,,,,,,,,,,,BAJPIG_00910,APGEGG_01320,NEBDOP_06110,MGPBOF_00110,DFCAKE_00590
group_1085,,Addiction module antitoxin RelB/DinJ family protein,,,,,,,,,,KPEAED_05330,,,,,,,,,BMHCBD_06075,,HIANCF_02150,PHGDKJ_02125,,LEAIBD_02085,,,,,,,,,PKBKFP_05255,,,,BLBGDF_02240,,,,,,,
group_1071,,Addiction module toxin RelE/StbE family protein,,,,,GPKCOC_02010,IHLOPM_02835,6_refound_14_pseudo,7_refound_18_pseudo,IJGNPO_02825,KPEAED_01575,,,,,,,,,,HEOCGC_00420,,,,,,,,,,,,,,,,,,,,,,,,
group_1060,,Site-specific recombinase phage integrase family,KJLOJH_05780,LNJOGA_05970,,,,IHLOPM_00915,,,,,,,,,,EHJGFL_04825,IKLBLD_05470,,,,,,,,,PKJNEJ_05795,,,,,,,,,,BAFCMA_03830,,,,,,,,
group_971,,LPXTG-motif protein cell wall anchor domain protein,,,,,,,,,,KPEAED_04515,ELBENF_05760,,,,EIINPM_01680,EHJGFL_05795,IKLBLD_00450,LFGIBF_01280,,HEOCGC_01760,,,,,,,,,,,,,,,,,,,,,,,,
group_953,xylB,Sugar (pentulose or hexulose) kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_01975,,,,,,HJLJNF_01990,BAJPIG_01640,APGEGG_03910,NEBDOP_05380,MGPBOF_06120,DFCAKE_01365
group_917,,TIGR01906 family protein,,,,,,,,,,KPEAED_01785,ELBENF_03425,,,IBBMBI_01770,,EHJGFL_05505,IKLBLD_04655,LFGIBF_04510,,,,,,,,,,,,NBEOAO_05630,,,,,,,,,,,,,,
group_860,,Prevent-host-death family protein;Toxin-antitoxin system antitoxin component PHD family,,,,,,,CLAOCJ_03365,GHNAGB_02480,IJGNPO_02490,,,,,,,,,,,HEOCGC_00800,,,,,,,,,,,,,PKBKFP_01455,PIBPLO_03705,,,BLBGDF_01085,,,,,,,
group_858,,DUF6591 domain-containing protein;hypothetical protein,,,,,,,,,,KPEAED_01780,ELBENF_03430,,,IBBMBI_01760;IBBMBI_01765,,EHJGFL_05510;EHJGFL_05515,IKLBLD_04660;IKLBLD_04665,LFGIBF_04500;LFGIBF_04505,,,,,,,,,,,,NBEOAO_05625,,,,,,,,,,,,,,
mglA,mglA,ABC-type sugar transport system ATPase component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_01965,,,,,,HJLJNF_02000,BAJPIG_01650,APGEGG_03900,NEBDOP_05370,MGPBOF_06110,DFCAKE_01375
group_768,,type II toxin-antitoxin system RelE/ParE family toxin;Type II toxin-antitoxin system RelE/ParE family toxin,KJLOJH_02490,LNJOGA_01125,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05835,,AMDBBD_02280,,,NBEOAO_05210,PCCNPO_00395,,,,,,,EHBDBJ_00195,,,,,,
group_763,,Death-on-curing family protein,,,,,,,CLAOCJ_03370,GHNAGB_02475,IJGNPO_02485,,,,,,,,,,,HEOCGC_00795,,,,,,,,,,,,,PKBKFP_01450,PIBPLO_03710,,,BLBGDF_01080,,,,,,,
group_713,ssb,Single-stranded DNA-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00625,JCPCII_02260,,,,,,,,,,,BAJPIG_00920,APGEGG_01310,NEBDOP_06100,MGPBOF_00100,DFCAKE_00600
group_690,,Thiol reductase thioredoxin,,LNJOGA_01860,,,,,,,,,,,,,,,,,,,,,,,,PKJNEJ_02900,,,,NBEOAO_02290,,PHLMCF_03210,PKBKFP_05845,,,,,,HJLJNF_02835,,,,,DFCAKE_02255
group_687,,Beta-carotene 1515'-monooxygenase,KJLOJH_04590,LNJOGA_03435,HJJLOO_00090,EPDCMN_01805,,,,,,,,,,,,,,,,,,,,,,,,,28_refound_169_pseudo,,,,,PIBPLO_05215,,,,EHBDBJ_05040,,,,,,
group_595,,Gram-positive cocci surface proteins LPxTG domain-containing protein;LPXTG-motif protein cell wall anchor domain protein,,,,,,,,,,,ELBENF_03815,,,IBBMBI_00830,EIINPM_00935,EHJGFL_06225,IKLBLD_00530,LFGIBF_05795,BMHCBD_05665,,,,,,,,,,,,,,,,,,,,,,,,,
group_591,,Putative adhesin domain-containing protein;Adhesin domain-containing protein,,,,,,,CLAOCJ_03380;CLAOCJ_03375,GHNAGB_02470,IJGNPO_02480,,,,,,,,,,,HEOCGC_00790,,,LJKDMD_05325,,,,,,,,,,,PIBPLO_03715,,,,EHBDBJ_02325,,,,,,
group_586,,Serine/threonine protein kinase,KJLOJH_04130,,HJJLOO_00585,EPDCMN_02300,,,,,,,,,,13_refound_41_pseudo,14_refound_67_pseudo,,,,,,,,,,,,,,28_refound_157_pseudo,,,,,PIBPLO_03300,,,,,,,,,,
group_571,,LPXTG-motif cell wall anchor domain protein;Long Rib domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANPMBA_01775,BAFCMA_04240,,,,BAJPIG_05200;BAJPIG_05205,APGEGG_00555;APGEGG_00560,NEBDOP_01805;NEBDOP_01800,MGPBOF_02460;MGPBOF_02465,DFCAKE_05155
group_555,,Glycosyltransferase group 1 family protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05755,PKJNEJ_06480,AMDBBD_02355,GPDHPC_02050,JCPCII_05800,NBEOAO_05130,PCCNPO_00315,,,,,,,,,,,,,
gutQ,gutQ,D-arabinose 5-phosphate isomerase GutQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKBKFP_01950,,,,,,HJLJNF_02015,BAJPIG_01665,APGEGG_03885,NEBDOP_05355,MGPBOF_06095,DFCAKE_01390
group_480,,Phosphotransferase enzyme family,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05720,PKJNEJ_06515,AMDBBD_02390,GPDHPC_02015,JCPCII_05765,NBEOAO_05095,PCCNPO_00280,,,,,,,,,,,,,
group_475,,Addiction module antitoxin RelB/DinJ family;Addiction module antitoxin RelB/DinJ family protein,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_03495,PKJNEJ_05640,AMDBBD_01670,GPDHPC_02615,JCPCII_03825,NBEOAO_05725,PCCNPO_00905,,,,,,,,,,,,,
group_471,,DUF2599 domain-containing protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHLMCF_01445,,,ANPMBA_04795,BAFCMA_06220,,,,BAJPIG_00185,APGEGG_02050,NEBDOP_00215,MGPBOF_00855,
group_470,,Addiction module toxin RelE/StbE family,,,,,,,,,,,,,,,,,,,,,HIANCF_04260,PHGDKJ_00030,LJKDMD_02895,LEAIBD_00020,,,,,,,,,PKBKFP_02040,,ANPMBA_04645,,BLBGDF_00110,,,,,,,
group_464,,energy-coupling factor transporter ATPase,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_04795,PKJNEJ_03450,AMDBBD_06260,GPDHPC_01380,JCPCII_03605,NBEOAO_01745,PCCNPO_05370,,,,,,,,,,,,,
group_457,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPDHPC_00605,JCPCII_02240,,,,,,,,,,,BAJPIG_00900,APGEGG_01330,NEBDOP_06120,MGPBOF_00120,DFCAKE_00580
group_453,,Toxin,,,,,,,,,,,,LGGJCL_04930,DIAHAC_03570,,,,,,,,HIANCF_03500,PHGDKJ_00785,,LEAIBD_00765,,,,,,,,,,PIBPLO_00310,,,BLBGDF_00700,,,,,,,
group_442,,Peptidase;peptidase,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05640,PKJNEJ_06615,AMDBBD_02490,GPDHPC_01935,JCPCII_05975,NBEOAO_05010,PCCNPO_00200,,,,,,,,,,,,,
group_364,,Beta-carotene 1515'-monooxygenase,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05710,PKJNEJ_06525,AMDBBD_02400,GPDHPC_02005,JCPCII_05755,NBEOAO_05085,PCCNPO_00270,,,,,,,,,,,,,
group_280,,Beta-carotene 1515'-monooxygenase,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05735,PKJNEJ_06500,AMDBBD_02375,GPDHPC_02030,JCPCII_05780,NBEOAO_05110,PCCNPO_00295,,,,,,,,,,,,,
group_257,,hypothetical protein;Glycosyltransferase group 2 family protein,,,,,,,,,,,ELBENF_04175;ELBENF_04180,,,IBBMBI_00305,,EHJGFL_06560,IKLBLD_00405;IKLBLD_00400,LFGIBF_03435;LFGIBF_03440,,,,,,,,,,,,,,,PKBKFP_00415;PKBKFP_00410,,ANPMBA_03835;ANPMBA_03830,,,,,,,,,
group_248,,hypothetical protein,,,,,,,6_refound_13_pseudo,,,,,LGGJCL_03330,DIAHAC_00440,,,,,,,HEOCGC_00780,,,,,,,,,,,,,PKBKFP_01410,33_refound_189,,,BLBGDF_01010,,,,,,,
group_229,,Peptidoglycan binding domain protein,,,,,GPKCOC_01345,,,,,,,,,IBBMBI_05935,,EHJGFL_01645,IKLBLD_02810,,,,,,,,,PKJNEJ_04140,,,,,,PHLMCF_03085,,,,,,,,,,,,DFCAKE_02350
group_221,,M protein repeat protein,,,,,,,,,,,,,,,,,16_refound_118_pseudo,,,,,,,,,,,,,,,,,,ANPMBA_02960,,,,,BAJPIG_06435,APGEGG_05670,NEBDOP_00565,MGPBOF_01205,DFCAKE_00570
group_217,,LPXTG-motif protein cell wall anchor domain protein;Gram-positive cocci surface proteins LPxTG domain-containing protein;LPXTG-motif cell wall anchor domain protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHLMCF_02280;PHLMCF_02285,,,,,,,HJLJNF_05685,BAJPIG_05195,APGEGG_00550,NEBDOP_01810,MGPBOF_02470,DFCAKE_05150
group_210,,Toxin,,LNJOGA_02080,,,GPKCOC_01490,,,,,,,,,,EIINPM_02035,,,,,,,,,,,PKJNEJ_02775,,,,,,31_refound_185_pseudo,PKBKFP_06070,,,,,,,,,,,DFCAKE_02475
group_134,,Toxin-antitoxin system antitoxin subunit,,,,,,,,,,,,,,,,,,,,,,,,,AJAHNJ_05625,PKJNEJ_06630,AMDBBD_02505,GPDHPC_01920,JCPCII_05960,NBEOAO_04995,PCCNPO_00185,,,,,,,,,,,,,
crp,crp,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHLMCF_04670,,,ANPMBA_04355,,,,,BAJPIG_03210,APGEGG_02925,NEBDOP_03805,MGPBOF_04500,DFCAKE_03250
group_53,,hypothetical protein;LPXTG-motif cell wall anchor domain protein;Peptidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHLMCF_02950,,,,BAFCMA_04905,,,HJLJNF_06345,BAJPIG_05855,,NEBDOP_01140,MGPBOF_01805,DFCAKE_05805
group_19,,Prevent-host-death family protein,,,,,,,,,,,,,,,,,,,,,HIANCF_04255,PHGDKJ_00035,LJKDMD_02900,LEAIBD_00025,,,,,,,,,PKBKFP_02045,,ANPMBA_04650,,BLBGDF_00115,,,,,,,
group_2392,,Imelysin-like domain-containing protein,KJLOJH_01975,LNJOGA_00965,HJJLOO_02265,EPDCMN_03980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIBPLO_04775,,,,EHBDBJ_00325,,,,,,
